Country,Year,Series,Value
United States of America,2010,Domestic general government health expenditure (% of total government expenditure),18.4174
United States of America,2015,Domestic general government health expenditure (% of total government expenditure),22.3037
United States of America,2016,Domestic general government health expenditure (% of total government expenditure),22.4564
United States of America,2017,Domestic general government health expenditure (% of total government expenditure),22.5492
Uruguay,2000,Current health expenditure (% of GDP),10.0062
Uruguay,2005,Current health expenditure (% of GDP),8.4266
Uruguay,2010,Current health expenditure (% of GDP),8.5942
Uruguay,2015,Current health expenditure (% of GDP),9.0082
Uruguay,2016,Current health expenditure (% of GDP),9.1559
Uruguay,2017,Current health expenditure (% of GDP),9.2962
Uruguay,2000,Domestic general government health expenditure (% of total government expenditure),14.275
Uruguay,2005,Domestic general government health expenditure (% of total government expenditure),13.2327
Uruguay,2010,Domestic general government health expenditure (% of total government expenditure),16.9337
Uruguay,2015,Domestic general government health expenditure (% of total government expenditure),19.049
Uruguay,2016,Domestic general government health expenditure (% of total government expenditure),19.2654
Uruguay,2017,Domestic general government health expenditure (% of total government expenditure),19.7755
Uzbekistan,2000,Current health expenditure (% of GDP),5.358
Uzbekistan,2005,Current health expenditure (% of GDP),5.0403
Uzbekistan,2010,Current health expenditure (% of GDP),5.5962
Uzbekistan,2015,Current health expenditure (% of GDP),6.1016
Uzbekistan,2016,Current health expenditure (% of GDP),6.315
Uzbekistan,2017,Current health expenditure (% of GDP),6.4144
Uzbekistan,2000,Domestic general government health expenditure (% of total government expenditure),6.1087
Uzbekistan,2005,Domestic general government health expenditure (% of total government expenditure),6.4677
Uzbekistan,2010,Domestic general government health expenditure (% of total government expenditure),8.0394
Uzbekistan,2015,Domestic general government health expenditure (% of total government expenditure),10.146
Uzbekistan,2016,Domestic general government health expenditure (% of total government expenditure),10.0851
Uzbekistan,2017,Domestic general government health expenditure (% of total government expenditure),10.1703
Vanuatu,2000,Current health expenditure (% of GDP),3.3125
Vanuatu,2005,Current health expenditure (% of GDP),3.3055
Vanuatu,2010,Current health expenditure (% of GDP),3.3752
Vanuatu,2015,Current health expenditure (% of GDP),4.1577
Vanuatu,2016,Current health expenditure (% of GDP),3.6962
Vanuatu,2017,Current health expenditure (% of GDP),3.3169
Vanuatu,2000,Domestic general government health expenditure (% of total government expenditure),9.7048
Vanuatu,2005,Domestic general government health expenditure (% of total government expenditure),11.6995
Vanuatu,2010,Domestic general government health expenditure (% of total government expenditure),6.8481
Vanuatu,2015,Domestic general government health expenditure (% of total government expenditure),4.8685
Vanuatu,2016,Domestic general government health expenditure (% of total government expenditure),5.3879
Vanuatu,2017,Domestic general government health expenditure (% of total government expenditure),5.3016
Venezuela (Boliv. Rep. of),2000,Current health expenditure (% of GDP),7.3343
Venezuela (Boliv. Rep. of),2005,Current health expenditure (% of GDP),6.0551
Venezuela (Boliv. Rep. of),2010,Current health expenditure (% of GDP),6.831
Venezuela (Boliv. Rep. of),2015,Current health expenditure (% of GDP),5.1289
Venezuela (Boliv. Rep. of),2016,Current health expenditure (% of GDP),3.2171
Venezuela (Boliv. Rep. of),2017,Current health expenditure (% of GDP),1.1812
Venezuela (Boliv. Rep. of),2000,Domestic general government health expenditure (% of total government expenditure),11.8897
Venezuela (Boliv. Rep. of),2005,Domestic general government health expenditure (% of total government expenditure),8.3934
Venezuela (Boliv. Rep. of),2010,Domestic general government health expenditure (% of total government expenditure),8.1914
Venezuela (Boliv. Rep. of),2015,Domestic general government health expenditure (% of total government expenditure),4.2814
Venezuela (Boliv. Rep. of),2016,Domestic general government health expenditure (% of total government expenditure),1.6212
Venezuela (Boliv. Rep. of),2017,Domestic general government health expenditure (% of total government expenditure),1.3708
Viet Nam,2000,Current health expenditure (% of GDP),4.8493
Viet Nam,2005,Current health expenditure (% of GDP),5.0965
Viet Nam,2010,Current health expenditure (% of GDP),5.9668
Viet Nam,2015,Current health expenditure (% of GDP),5.6526
Viet Nam,2016,Current health expenditure (% of GDP),5.6592
Viet Nam,2017,Current health expenditure (% of GDP),5.5321
Viet Nam,2000,Domestic general government health expenditure (% of total government expenditure),7.4926
Viet Nam,2005,Domestic general government health expenditure (% of total government expenditure),7.1474
Viet Nam,2010,Domestic general government health expenditure (% of total government expenditure),7.8752
Viet Nam,2015,Domestic general government health expenditure (% of total government expenditure),8.0824
Viet Nam,2016,Domestic general government health expenditure (% of total government expenditure),9.4499
Viet Nam,2017,Domestic general government health expenditure (% of total government expenditure),9.4756
Yemen,2000,Current health expenditure (% of GDP),4.6661
Yemen,2005,Current health expenditure (% of GDP),5.2059
Yemen,2010,Current health expenditure (% of GDP),5.1593
Yemen,2015,Current health expenditure (% of GDP),4.2346
Yemen,2000,Domestic general government health expenditure (% of total government expenditure),7.4852
Yemen,2005,Domestic general government health expenditure (% of total government expenditure),4.5011
Yemen,2010,Domestic general government health expenditure (% of total government expenditure),3.8478
Yemen,2015,Domestic general government health expenditure (% of total government expenditure),2.2287
Zambia,2000,Current health expenditure (% of GDP),7.1524
Zambia,2005,Current health expenditure (% of GDP),6.8633
Zambia,2010,Current health expenditure (% of GDP),3.7193
Zambia,2015,Current health expenditure (% of GDP),4.4351
Zambia,2016,Current health expenditure (% of GDP),4.4772
Zambia,2017,Current health expenditure (% of GDP),4.4703
Zambia,2000,Domestic general government health expenditure (% of total government expenditure),14.8611
Zambia,2005,Domestic general government health expenditure (% of total government expenditure),8.1557
Zambia,2010,Domestic general government health expenditure (% of total government expenditure),4.6572
Zambia,2015,Domestic general government health expenditure (% of total government expenditure),7.4375
Zambia,2016,Domestic general government health expenditure (% of total government expenditure),7.1317
Zambia,2017,Domestic general government health expenditure (% of total government expenditure),6.8567
Zimbabwe,2010,Current health expenditure (% of GDP),10.6656
Zimbabwe,2015,Current health expenditure (% of GDP),7.4521
Zimbabwe,2016,Current health expenditure (% of GDP),7.6521
Zimbabwe,2017,Current health expenditure (% of GDP),6.6359
Zimbabwe,2010,Domestic general government health expenditure (% of total government expenditure),15.2231
Zimbabwe,2015,Domestic general government health expenditure (% of total government expenditure),16.5932
Zimbabwe,2016,Domestic general government health expenditure (% of total government expenditure),15.2343
Zimbabwe,2017,Domestic general government health expenditure (% of total government expenditure),15.2343
